customer_id,purchase_id,product_id,title_en,price,category_translated,sub_category_translated,brand_name,popularity_rank,is_discount,main_delivery_city
S151,32,33,Cottage cheese 5% VALMIERAS 180 g,0.99,dairy products and eggs,cottage cheese products,Valmiera,4,0,Jelgava
S151,32,29,Sweet cream RASA 35% 500ml,3.69,dairy products and eggs,tangy and sweet cream,Rasa,22,0,Jelgava
S151,32,39,Curd cheese KÁRUMS strawberry 45g,0.39,dairy products and eggs,cottage cheese products,Kārums,10,1,Jelgava
S151,32,13,Sweet cream EXPORTA 35% 500ml,2.99,dairy products and eggs,tangy and sweet cream,Exporta,6,0,Jelgava
S151,32,66,Butter VALMIERAS 82% 180 g,1.99,dairy products and eggs,butter margarine and fat,Valmiera,1,1,Jelgava
S151,32,79,Milk FARM MILK 0.5% UHT 1l,0.96,dairy products and eggs,milk,Farm Milk,9,0,Jelgava
S151,32,89,Fermented milk prod. LAKTO m.zem. 450 g,1.19,dairy products and eggs,milk,Lakto,19,0,Jelgava
S151,32,96,Cheese TILZITES CESVAINES MILK 50% kg,12.99,dairy products and eggs,cheese,Cesvaine,2,0,Jelgava
S151,32,187,Red grapes without seeds 500g,3.49,fruits and vegetables,fruit,,32,0,Jelgava
S151,32,206,Bell pepper red 70-90mm kg,2.99,fruits and vegetables,vegetables,,5,0,Jelgava
S151,32,190,Raspberries WELL DONE 125g,2.99,fruits and vegetables,fruit,Well Done,35,0,Jelgava
S151,32,202,Carrots kg,0.69,fruits and vegetables,vegetables,,1,1,Jelgava
S151,32,167,Mango small pieces.,0.99,fruits and vegetables,fruit,,12,0,Jelgava
S151,32,126,Hard cheese WELL DONE 37% 18 months. 180 years,2.59,dairy products and eggs,cheese,Well Done,32,0,Jelgava
S151,32,161,Blueberries in a bucket 400g,3.69,fruits and vegetables,fruit,,6,0,Jelgava
S151,32,327,White bread MY BREAD 500g,0.65,bread and pastry products,bread,Mana maize,16,1,Jelgava
S151,32,402,Butter croissant 48g,0.39,bread and pastry products,freshly baked,Mantinga,1,1,Jelgava
S151,32,429,Donut with cherry filling thawed 65g,0.65,bread and pastry products,freshly baked,Mantinga,28,0,Jelgava
S151,33,2,Eggs laid in the barn ZEMNIEKU A category 10 pcs.,3.49,dairy products and eggs,eggs,Zemnieku,3,0,Jelgava
S151,33,33,Cottage cheese 5% VALMIERAS 180 g,0.99,dairy products and eggs,cottage cheese products,Valmiera,4,0,Jelgava
S151,33,29,Sweet cream RASA 35% 500ml,3.69,dairy products and eggs,tangy and sweet cream,Rasa,22,0,Jelgava
S151,33,46,Cottage cheese WELL DONE 9% kg,3.99,dairy products and eggs,cottage cheese products,Well Done,17,0,Jelgava
S151,33,27,Sour cream FARM MILK 18% 400g,1.09,dairy products and eggs,tangy and sweet cream,Farm Milk,20,0,Jelgava
S151,33,63,Strawberry cottage cheese 35g,0.18,dairy products and eggs,cottage cheese products,Mio & Rio,34,1,Jelgava
S151,33,84,Milk ANNELE LAUKU 3.5% in a 2L bottle,2.79,dairy products and eggs,milk,Annele,14,0,Jelgava
S151,33,89,Fermented milk prod. LAKTO m.zem. 450 g,1.19,dairy products and eggs,milk,Lakto,19,0,Jelgava
S151,33,94,Mayonnaise PEN BREAKFAST 250g,1.39,dairy products and eggs,mayonnaise,Spilva,5,0,Jelgava
S151,33,185,Apples KANZI kg,2.79,fruits and vegetables,fruit,,30,0,Jelgava
S151,33,207,Small plum tomatoes 250g,1.39,fruits and vegetables,vegetables,,6,0,Jelgava
S151,33,189,Apples GRANNY SMITH kg,1.99,fruits and vegetables,fruit,,34,0,Jelgava
S151,33,201,Oranges packaged WELL DONE 1kg,2.49,fruits and vegetables,fruit,Well Done,46,0,Jelgava
S151,33,167,Mango small pieces.,0.99,fruits and vegetables,fruit,,12,0,Jelgava
S151,33,124,Grated cheese Mozzarella WELL DONE 45% 150g,1.95,dairy products and eggs,cheese,Well Done,30,1,Jelgava
S151,33,162,Pears CONFERENCE large kg,1.49,fruits and vegetables,fruit,,7,1,Jelgava
S151,33,320,Shaped bread MY BREAD 600g,0.79,bread and pastry products,bread,Mana maize,9,1,Jelgava
S151,33,403,Mini bread roll with apple filling 45g,0.35,bread and pastry products,freshly baked,Mantinga,2,1,Jelgava
S151,33,419,Donut pink 55g thawed,0.49,bread and pastry products,freshly baked,Mantinga,18,1,Jelgava
S151,34,2,Eggs laid in the barn ZEMNIEKU A category 10 pcs.,3.49,dairy products and eggs,eggs,Zemnieku,3,0,Jelgava
S151,34,35,Curd cheese KARUMS kokosr. 45 years,0.39,dairy products and eggs,cottage cheese products,Kārums,6,1,Jelgava
S151,34,30,Curd cheese KÁRUMS vanilla 45g,0.39,dairy products and eggs,cottage cheese products,Kārums,1,1,Jelgava
S151,34,45,Curd cheese KARUMS nuts 45g,0.39,dairy products and eggs,cottage cheese products,Kārums,16,1,Jelgava
S151,34,11,Sour cream FARM MILK 20% 400g,1.29,dairy products and eggs,tangy and sweet cream,Farm Milk,4,0,Jelgava
S151,34,63,Strawberry cottage cheese 35g,0.18,dairy products and eggs,cottage cheese products,Mio & Rio,34,1,Jelgava
S151,34,81,Milk FARM MILK 2% 1l in film,0.75,dairy products and eggs,milk,Farm Milk,11,1,Jelgava
S151,34,89,Fermented milk prod. LAKTO m.zem. 450 g,1.19,dairy products and eggs,milk,Lakto,19,0,Jelgava
S151,34,97,Cheese FARM MILK Gouda 45% in slices 500g,4.29,dairy products and eggs,cheese,Farm Milk,3,0,Jelgava
S151,34,1534,"W.wash.to.WOOLITE Col.Fruity30m.r.1,8L",5.19,cleaning and pets,laundry and cleaning products,WOOLITE,2,0,Jelgava
S151,34,207,Small plum tomatoes 250g,1.39,fruits and vegetables,vegetables,,6,0,Jelgava
S151,34,189,Apples GRANNY SMITH kg,1.99,fruits and vegetables,fruit,,34,0,Jelgava
S151,34,201,Oranges packaged WELL DONE 1kg,2.49,fruits and vegetables,fruit,Well Done,46,0,Jelgava
S151,34,171,Lemons WELL DONE 500g,0.99,fruits and vegetables,fruit,Well Done,16,1,Jelgava
S151,34,125,Tearable cheese sticks PIK-NIK 140g,2.79,dairy products and eggs,cheese,PIK NIK,31,0,Jelgava
S151,34,161,Blueberries in a bucket 400g,3.69,fruits and vegetables,fruit,,6,0,Jelgava
S151,34,322,Baltmaize Galda baked in Latvia 300g,0.99,bread and pastry products,bread,Latvijas Maiznieks,11,0,Jelgava
S151,34,405,Fine bread Cinnamon roll 94g,0.58,bread and pastry products,freshly baked,,4,1,Jelgava
S151,34,430,Fine bread RAISIN COPÍTE 45g,0.45,bread and pastry products,freshly baked,Meistara Marka,29,1,Jelgava
S151,35,1,10 eggs laid in the barn.,1.79,dairy products and eggs,eggs,,2,1,Jelgava
S151,35,34,Curd cheese KÁRUMS caramel 45g,0.39,dairy products and eggs,cottage cheese products,Kārums,5,1,Jelgava
S151,35,29,Sweet cream RASA 35% 500ml,3.69,dairy products and eggs,tangy and sweet cream,Rasa,22,0,Jelgava
S151,35,42,Cottage cheese FARM MILK 8% 250g,0.9,dairy products and eggs,cottage cheese products,Farm Milk,13,0,Jelgava
S151,35,15,Sweet cream. FARM MILK UHT 10% 500ml,1.18,dairy products and eggs,tangy and sweet cream,Farm Milk,8,0,Jelgava
S151,35,64,Sweet cottage cheese WELL DONE strawberry 100g,0.79,dairy products and eggs,cottage cheese products,Well Done,35,0,Jelgava
S151,35,87,Milk RASÉNS banana 1.5% 200ml,0.45,dairy products and eggs,milk,Rasēns,17,0,Jelgava
S151,35,88,Milk LIMBAZI MILK 2.5% 0.5L,0.99,dairy products and eggs,milk,Limbažu piens,18,1,Jelgava
S151,35,94,Mayonnaise PEN BREAKFAST 250g,1.39,dairy products and eggs,mayonnaise,Spilva,5,0,Jelgava
S151,35,1534,"W.wash.to.WOOLITE Col.Fruity30m.r.1,8L",5.19,cleaning and pets,laundry and cleaning products,WOOLITE,2,0,Jelgava
S151,35,206,Bell pepper red 70-90mm kg,2.99,fruits and vegetables,vegetables,,5,0,Jelgava
S151,35,190,Raspberries WELL DONE 125g,2.99,fruits and vegetables,fruit,Well Done,35,0,Jelgava
S151,35,202,Carrots kg,0.69,fruits and vegetables,vegetables,,1,1,Jelgava
S151,35,167,Mango small pieces.,0.99,fruits and vegetables,fruit,,12,0,Jelgava
S151,35,128,ACTIMEL strawberry-blackberry-blueberry yogurt drink 12x100g,3.99,dairy products and eggs,yogurts and desserts,Actimel,1,0,Jelgava
S151,35,161,Blueberries in a bucket 400g,3.69,fruits and vegetables,fruit,,6,0,Jelgava
S151,35,325,Sweet and sour bread Lāči Ista 310g,2.09,bread and pastry products,bread,Lāči,14,0,Jelgava
S151,35,406,Fine bread OMÍTES poppy seeds 65g,0.69,bread and pastry products,freshly baked,Meistara Marka,5,0,Jelgava
S151,35,426,Mini pizza with ham and paprika 165g,1.29,bread and pastry products,freshly baked,Mantinga,25,0,Jelgava
S151,36,1,10 eggs laid in the barn.,1.79,dairy products and eggs,eggs,,2,1,Jelgava
S151,36,32,Cottage cheese 9% VALMIERAS 180 g,0.99,dairy products and eggs,cottage cheese products,Valmiera,3,0,Jelgava
S151,36,29,Sweet cream RASA 35% 500ml,3.69,dairy products and eggs,tangy and sweet cream,Rasa,22,0,Jelgava
S151,36,51,Curd cheese banana TREAT 45g,0.39,dairy products and eggs,cottage cheese products,Kārums,22,1,Jelgava
S151,36,28,Sour cream EXPORTA 25% 200g,1.35,dairy products and eggs,tangy and sweet cream,Exporta,21,0,Jelgava
S151,36,63,Strawberry cottage cheese 35g,0.18,dairy products and eggs,cottage cheese products,Mio & Rio,34,1,Jelgava
S151,36,87,Milk RASÉNS banana 1.5% 200ml,0.45,dairy products and eggs,milk,Rasēns,17,0,Jelgava
S151,36,89,Fermented milk prod. LAKTO m.zem. 450 g,1.19,dairy products and eggs,milk,Lakto,19,0,Jelgava
S151,36,99,Cheese TILSIT FARM MILK 45% 250g,2.29,dairy products and eggs,cheese,Farm Milk,5,0,Jelgava
S151,36,185,Apples KANZI kg,2.79,fruits and vegetables,fruit,,30,0,Jelgava
S151,36,206,Bell pepper red 70-90mm kg,2.99,fruits and vegetables,vegetables,,5,0,Jelgava
S151,36,189,Apples GRANNY SMITH kg,1.99,fruits and vegetables,fruit,,34,0,Jelgava
S151,36,201,Oranges packaged WELL DONE 1kg,2.49,fruits and vegetables,fruit,Well Done,46,0,Jelgava
S151,36,171,Lemons WELL DONE 500g,0.99,fruits and vegetables,fruit,Well Done,16,1,Jelgava
S151,36,126,Hard cheese WELL DONE 37% 18 months. 180 years,2.59,dairy products and eggs,cheese,Well Done,32,0,Jelgava
S151,36,158,Apples RED PRINCE 75+mm kg,0.89,fruits and vegetables,fruit,,3,0,Jelgava
S151,36,327,White bread MY BREAD 500g,0.65,bread and pastry products,bread,Mana maize,16,1,Jelgava
S151,36,404,French baguette with garlic butter 160g,0.74,bread and pastry products,freshly baked,Mantinga,3,0,Jelgava
S151,36,417,Fine bread Austiņa 55g,0.65,bread and pastry products,freshly baked,Latvijas Maiznieks,16,0,Jelgava
S151,37,3,Eggs laid in the barn WELL DONE M size 10 pcs.,2.49,dairy products and eggs,eggs,Well Done,4,0,Jelgava
S151,37,31,Curd cheese KÁRUMS chocolate 45g,0.39,dairy products and eggs,cottage cheese products,Kārums,2,1,Jelgava
S151,37,29,Sweet cream RASA 35% 500ml,3.69,dairy products and eggs,tangy and sweet cream,Rasa,22,0,Jelgava
S151,37,41,Cottage cheese FARM MILK 9% 180g,0.75,dairy products and eggs,cottage cheese products,Farm Milk,12,0,Jelgava
S151,37,15,Sweet cream. FARM MILK UHT 10% 500ml,1.18,dairy products and eggs,tangy and sweet cream,Farm Milk,8,0,Jelgava
S151,37,62,Curd cheese MIO DELIZZI chocolate 35g,0.18,dairy products and eggs,cottage cheese products,Mio & Rio,33,1,Jelgava
S151,37,81,Milk FARM MILK 2% 1l in film,0.75,dairy products and eggs,milk,Farm Milk,11,1,Jelgava
S151,37,89,Fermented milk prod. LAKTO m.zem. 450 g,1.19,dairy products and eggs,milk,Lakto,19,0,Jelgava
S151,37,96,Cheese TILZITES CESVAINES MILK 50% kg,12.99,dairy products and eggs,cheese,Cesvaine,2,0,Jelgava
S151,37,1534,"W.wash.to.WOOLITE Col.Fruity30m.r.1,8L",5.19,cleaning and pets,laundry and cleaning products,WOOLITE,2,0,Jelgava
S151,37,207,Small plum tomatoes 250g,1.39,fruits and vegetables,vegetables,,6,0,Jelgava
S151,37,191,Pears NASHI kg,2.49,fruits and vegetables,fruit,,36,0,Jelgava
S151,37,201,Oranges packaged WELL DONE 1kg,2.49,fruits and vegetables,fruit,Well Done,46,0,Jelgava
S151,37,168,Kiwi kg,2.49,fruits and vegetables,fruit,,13,0,Jelgava
S151,37,125,Tearable cheese sticks PIK-NIK 140g,2.79,dairy products and eggs,cheese,PIK NIK,31,0,Jelgava
S151,37,159,Avocado pcs.,0.79,fruits and vegetables,fruit,,4,1,Jelgava
S151,37,331,Sweet and sour bread Amber sliced ​​290g,1.29,bread and pastry products,bread,Lielezers,20,0,Jelgava
S151,37,401,Dona sweet and sour onion bread 270g,1.39,bread and pastry products,bread,Dona,90,0,Jelgava
S151,37,424,Fine bread Ogu 90g,0.89,bread and pastry products,freshly baked,Meistara Marka,23,0,Jelgava
S151,38,1,10 eggs laid in the barn.,1.79,dairy products and eggs,eggs,,2,1,Jelgava
S151,38,35,Curd cheese KARUMS kokosr. 45 years,0.39,dairy products and eggs,cottage cheese products,Kārums,6,1,Jelgava
S151,38,29,Sweet cream RASA 35% 500ml,3.69,dairy products and eggs,tangy and sweet cream,Rasa,22,0,Jelgava
S151,38,44,Curd cheese KARAUM lemon 45g,0.39,dairy products and eggs,cottage cheese products,Kārums,15,1,Jelgava
S151,38,21,Sweet cream RASA 35% 200ml,1.59,dairy products and eggs,tangy and sweet cream,Rasa,14,0,Jelgava
S151,38,62,Curd cheese MIO DELIZZI chocolate 35g,0.18,dairy products and eggs,cottage cheese products,Mio & Rio,33,1,Jelgava
S151,38,82,Milk RASÉNS strawberry 1.5% 200ml,0.45,dairy products and eggs,milk,Rasēns,12,0,Jelgava
S151,38,88,Milk LIMBAZI MILK 2.5% 0.5L,0.99,dairy products and eggs,milk,Limbažu piens,18,1,Jelgava
S151,38,94,Mayonnaise PEN BREAKFAST 250g,1.39,dairy products and eggs,mayonnaise,Spilva,5,0,Jelgava
S151,38,185,Apples KANZI kg,2.79,fruits and vegetables,fruit,,30,0,Jelgava
S151,38,206,Bell pepper red 70-90mm kg,2.99,fruits and vegetables,vegetables,,5,0,Jelgava
S151,38,191,Pears NASHI kg,2.49,fruits and vegetables,fruit,,36,0,Jelgava
S151,38,202,Carrots kg,0.69,fruits and vegetables,vegetables,,1,1,Jelgava
S151,38,170,Kiwi yellow 500g,2.49,fruits and vegetables,fruit,,15,0,Jelgava
S151,38,126,Hard cheese WELL DONE 37% 18 months. 180 years,2.59,dairy products and eggs,cheese,Well Done,32,0,Jelgava
S151,38,159,Avocado pcs.,0.79,fruits and vegetables,fruit,,4,1,Jelgava
S151,38,323,Malted rye bread FAZER 500g,1.49,bread and pastry products,bread,Fazer,12,0,Jelgava
S151,38,402,Butter croissant 48g,0.39,bread and pastry products,freshly baked,Mantinga,1,1,Jelgava
S151,38,429,Donut with cherry filling thawed 65g,0.65,bread and pastry products,freshly baked,Mantinga,28,0,Jelgava
S151,39,1,10 eggs laid in the barn.,1.79,dairy products and eggs,eggs,,2,1,Jelgava
S151,39,35,Curd cheese KARUMS kokosr. 45 years,0.39,dairy products and eggs,cottage cheese products,Kārums,6,1,Jelgava
S151,39,30,Curd cheese KÁRUMS vanilla 45g,0.39,dairy products and eggs,cottage cheese products,Kārums,1,1,Jelgava
S151,39,51,Curd cheese banana TREAT 45g,0.39,dairy products and eggs,cottage cheese products,Kārums,22,1,Jelgava
S151,39,13,Sweet cream EXPORTA 35% 500ml,2.99,dairy products and eggs,tangy and sweet cream,Exporta,6,0,Jelgava
S151,39,61,Cottage cheese EXPORTA 9% whole milk 250g,1.49,dairy products and eggs,cottage cheese products,Exporta,32,0,Jelgava
S151,39,70,Butter WELL DONE 82% 170g,2.96,dairy products and eggs,butter margarine and fat,Well Done,5,0,Jelgava
S151,39,89,Fermented milk prod. LAKTO m.zem. 450 g,1.19,dairy products and eggs,milk,Lakto,19,0,Jelgava
S151,39,91,Mayonnaise PILVA Rosola 200g,0.89,dairy products and eggs,mayonnaise,Spilva,2,0,Jelgava
S151,39,186,Pears SWEET SENSATION kg,2.99,fruits and vegetables,fruit,,31,0,Jelgava
S151,39,206,Bell pepper red 70-90mm kg,2.99,fruits and vegetables,vegetables,,5,0,Jelgava
S151,39,191,Pears NASHI kg,2.49,fruits and vegetables,fruit,,36,0,Jelgava
S151,39,201,Oranges packaged WELL DONE 1kg,2.49,fruits and vegetables,fruit,Well Done,46,0,Jelgava
S151,39,167,Mango small pieces.,0.99,fruits and vegetables,fruit,,12,0,Jelgava
S151,39,126,Hard cheese WELL DONE 37% 18 months. 180 years,2.59,dairy products and eggs,cheese,Well Done,32,0,Jelgava
S151,39,162,Pears CONFERENCE large kg,1.49,fruits and vegetables,fruit,,7,1,Jelgava
S151,39,328,White bread KUNGU sliced ​​400g,1.69,bread and pastry products,bread,Kungu,17,0,Jelgava
S151,39,406,Fine bread OMÍTES poppy seeds 65g,0.69,bread and pastry products,freshly baked,Meistara Marka,5,0,Jelgava
S151,39,422,Patty with sausage cucumber-mustard sauce 100g,0.79,bread and pastry products,freshly baked,Mantinga,21,0,Jelgava
S151,40,1,10 eggs laid in the barn.,1.79,dairy products and eggs,eggs,,2,1,Jelgava
S151,40,31,Curd cheese KÁRUMS chocolate 45g,0.39,dairy products and eggs,cottage cheese products,Kārums,2,1,Jelgava
S151,40,29,Sweet cream RASA 35% 500ml,3.69,dairy products and eggs,tangy and sweet cream,Rasa,22,0,Jelgava
S151,40,40,Curd cheese KARUMS with gelatin 45g,0.39,dairy products and eggs,cottage cheese products,Kārums,11,1,Jelgava
S151,40,17,Sour cream LIMBAZU 20% 300g,1.69,dairy products and eggs,tangy and sweet cream,Limbažu piens,10,0,Jelgava
S151,40,61,Cottage cheese EXPORTA 9% whole milk 250g,1.49,dairy products and eggs,cottage cheese products,Exporta,32,0,Jelgava
S151,40,68,Butter WHITE 82.5% 175g,2.19,dairy products and eggs,butter margarine and fat,Baltais,3,0,Jelgava
S151,40,89,Fermented milk prod. LAKTO m.zem. 450 g,1.19,dairy products and eggs,milk,Lakto,19,0,Jelgava
S151,40,94,Mayonnaise PEN BREAKFAST 250g,1.39,dairy products and eggs,mayonnaise,Spilva,5,0,Jelgava
S151,40,188,Tangerines in a box WELL DONE 1kg,2.99,fruits and vegetables,fruit,Well Done,33,0,Jelgava
S151,40,206,Bell pepper red 70-90mm kg,2.99,fruits and vegetables,vegetables,,5,0,Jelgava
S151,40,190,Raspberries WELL DONE 125g,2.99,fruits and vegetables,fruit,Well Done,35,0,Jelgava
S151,40,202,Carrots kg,0.69,fruits and vegetables,vegetables,,1,1,Jelgava
S151,40,171,Lemons WELL DONE 500g,0.99,fruits and vegetables,fruit,Well Done,16,1,Jelgava
S151,40,126,Hard cheese WELL DONE 37% 18 months. 180 years,2.59,dairy products and eggs,cheese,Well Done,32,0,Jelgava
S151,40,161,Blueberries in a bucket 400g,3.69,fruits and vegetables,fruit,,6,0,Jelgava
S151,40,333,Rye whole grain bread KURŠU half 390g,1.39,bread and pastry products,bread,Kuršu,22,0,Jelgava
S151,40,400,Rye bread for vegans with hemp 400g,1.55,bread and pastry products,bread,Latvijas Maiznieks,89,0,Jelgava
S151,40,425,Fine bread with marzipan and poppies 87g,0.79,bread and pastry products,freshly baked,Lantmannen Unibake,24,0,Jelgava
S151,41,3,Eggs laid in the barn WELL DONE M size 10 pcs.,2.49,dairy products and eggs,eggs,Well Done,4,0,Jelgava
S151,41,34,Curd cheese KÁRUMS caramel 45g,0.39,dairy products and eggs,cottage cheese products,Kārums,5,1,Jelgava
S151,41,30,Curd cheese KÁRUMS vanilla 45g,0.39,dairy products and eggs,cottage cheese products,Kārums,1,1,Jelgava
S151,41,38,Cottage cheese WELL DONE 9.0% 180g,0.79,dairy products and eggs,cottage cheese products,Well Done,9,0,Jelgava
S151,41,13,Sweet cream EXPORTA 35% 500ml,2.99,dairy products and eggs,tangy and sweet cream,Exporta,6,0,Jelgava
S151,41,64,Sweet cottage cheese WELL DONE strawberry 100g,0.79,dairy products and eggs,cottage cheese products,Well Done,35,0,Jelgava
S151,41,80,Milk BIG LIMBAZU 2.5% 1.5L,2.19,dairy products and eggs,milk,Limbažu piens,10,0,Jelgava
S151,41,89,Fermented milk prod. LAKTO m.zem. 450 g,1.19,dairy products and eggs,milk,Lakto,19,0,Jelgava
S151,41,92,Mayonnaise FRANCIS SALATU 250g,0.61,dairy products and eggs,mayonnaise,Francis,3,1,Jelgava
S151,41,1534,"W.wash.to.WOOLITE Col.Fruity30m.r.1,8L",5.19,cleaning and pets,laundry and cleaning products,WOOLITE,2,0,Jelgava
S151,41,206,Bell pepper red 70-90mm kg,2.99,fruits and vegetables,vegetables,,5,0,Jelgava
S151,41,191,Pears NASHI kg,2.49,fruits and vegetables,fruit,,36,0,Jelgava
S151,41,201,Oranges packaged WELL DONE 1kg,2.49,fruits and vegetables,fruit,Well Done,46,0,Jelgava
S151,41,173,Light grapes b/k kg,3.99,fruits and vegetables,fruit,,18,0,Jelgava
S151,41,127,Cheese Cheddar Red CESVAINES kg,14.79,dairy products and eggs,cheese,Cesvaine,33,0,Jelgava
S151,41,162,Pears CONFERENCE large kg,1.49,fruits and vegetables,fruit,,7,1,Jelgava
S151,41,336,White bread BREAKFAST sliced ​​300g,0.55,bread and pastry products,bread,Brokastu,25,1,Jelgava
S151,41,405,Fine bread Cinnamon roll 94g,0.58,bread and pastry products,freshly baked,,4,1,Jelgava
S151,41,428,Bread Breakfast 50g,0.29,bread and pastry products,freshly baked,,27,1,Jelgava
S151,42,1,10 eggs laid in the barn.,1.79,dairy products and eggs,eggs,,2,1,Jelgava
S151,42,31,Curd cheese KÁRUMS chocolate 45g,0.39,dairy products and eggs,cottage cheese products,Kārums,2,1,Jelgava
S151,42,30,Curd cheese KÁRUMS vanilla 45g,0.39,dairy products and eggs,cottage cheese products,Kārums,1,1,Jelgava
S151,42,51,Curd cheese banana TREAT 45g,0.39,dairy products and eggs,cottage cheese products,Kārums,22,1,Jelgava
S151,42,24,Sour cream VALMIERAS 25% 450g,2.39,dairy products and eggs,tangy and sweet cream,Valmiera,17,0,Jelgava
S151,42,61,Cottage cheese EXPORTA 9% whole milk 250g,1.49,dairy products and eggs,cottage cheese products,Exporta,32,0,Jelgava
S151,42,79,Milk FARM MILK 0.5% UHT 1l,0.96,dairy products and eggs,milk,Farm Milk,9,0,Jelgava
S151,42,88,Milk LIMBAZI MILK 2.5% 0.5L,0.99,dairy products and eggs,milk,Limbažu piens,18,1,Jelgava
S151,42,97,Cheese FARM MILK Gouda 45% in slices 500g,4.29,dairy products and eggs,cheese,Farm Milk,3,0,Jelgava
S151,42,188,Tangerines in a box WELL DONE 1kg,2.99,fruits and vegetables,fruit,Well Done,33,0,Jelgava
S151,42,206,Bell pepper red 70-90mm kg,2.99,fruits and vegetables,vegetables,,5,0,Jelgava
S151,42,189,Apples GRANNY SMITH kg,1.99,fruits and vegetables,fruit,,34,0,Jelgava
S151,42,201,Oranges packaged WELL DONE 1kg,2.49,fruits and vegetables,fruit,Well Done,46,0,Jelgava
S151,42,166,Oranges large C1/2 kg,1.49,fruits and vegetables,fruit,,11,1,Jelgava
S151,42,127,Cheese Cheddar Red CESVAINES kg,14.79,dairy products and eggs,cheese,Cesvaine,33,0,Jelgava
S151,42,159,Avocado pcs.,0.79,fruits and vegetables,fruit,,4,1,Jelgava
S151,42,328,White bread KUNGU sliced ​​400g,1.69,bread and pastry products,bread,Kungu,17,0,Jelgava
S151,42,401,Dona sweet and sour onion bread 270g,1.39,bread and pastry products,bread,Dona,90,0,Jelgava
S151,42,426,Mini pizza with ham and paprika 165g,1.29,bread and pastry products,freshly baked,Mantinga,25,0,Jelgava
S151,43,2,Eggs laid in the barn ZEMNIEKU A category 10 pcs.,3.49,dairy products and eggs,eggs,Zemnieku,3,0,Jelgava
S151,43,32,Cottage cheese 9% VALMIERAS 180 g,0.99,dairy products and eggs,cottage cheese products,Valmiera,3,0,Jelgava
S151,43,29,Sweet cream RASA 35% 500ml,3.69,dairy products and eggs,tangy and sweet cream,Rasa,22,0,Jelgava
S151,43,54,Cereal curd FARM MILK 5% 200g,0.79,dairy products and eggs,cottage cheese products,Farm Milk,25,0,Jelgava
S151,43,27,Sour cream FARM MILK 18% 400g,1.09,dairy products and eggs,tangy and sweet cream,Farm Milk,20,0,Jelgava
S151,43,61,Cottage cheese EXPORTA 9% whole milk 250g,1.49,dairy products and eggs,cottage cheese products,Exporta,32,0,Jelgava
S151,43,76,Milk UHT without lactose WELL DONE 1.5% 1L,1.19,dairy products and eggs,milk,Well Done,6,0,Jelgava
S151,43,88,Milk LIMBAZI MILK 2.5% 0.5L,0.99,dairy products and eggs,milk,Limbažu piens,18,1,Jelgava
S151,43,90,Mayonnaise FRANCIS PROVANCE 250g,1.29,dairy products and eggs,mayonnaise,Francis,1,0,Jelgava
